ANO;ID_ESPACIA;DEPTO;MUNICIPIO;Y_PROP;Y_PROP2;CUL_ILI;GRUPO_ARMA;ACCION_ARMADA;MINAS;INFRACCIONES_H;ACTO_TERRO
2002;27099;CHOCO;BOJAYA;0,8800000000;0,9300000000;0;1;1;0;272;104
2002;25394;CUNDINAMARCA;LA PALMA;0,8673862760;0,9173862760;0;1;1;0;268;10
2002;5313;ANTIOQUIA;GRANADA;0,8232734153;0,8732734153;0;1;1;2;707;7
2002;5873;ANTIOQUIA;VIGIA DEL FUERTE;0,7903310562;0,8403310562;0;1;1;0;25;10
2003;5652;ANTIOQUIA;SAN FRANCISCO;0,7822677925;0,8322677925;0;1;1;6;255;3
2007;52250;NARIÑO;EL CHARCO;0,7673494455;0,8173494455;1;1;1;0;133;886
2003;85279;CASANARE;RECETOR;0,6868901146;0,7368901146;0;1;1;0;152;5
2002;54206;NORTE DE SANTANDER;CONVENCION;0,6838928068;0,7338928068;1;1;1;5;125;8
2004;27099;CHOCO;BOJAYA;0,6562186056;0,7062186056;0;1;1;0;20;6
2002;5055;ANTIOQUIA;ARGELIA;0,6517899535;0,7017899535;0;1;1;10;417;77
2002;27150;CHOCO;CARMEN DEL DARIEN;0,6045995562;0,6545995562;0;1;1;0;29;4
2002;17662;CALDAS;SAMANA;0,5983464567;0,6483464567;0;1;1;5;530;84
2012;27073;CHOCO;BAGADO;0,5693323551;0,6193323551;0;1;1;0;11;180
2004;5652;ANTIOQUIA;SAN FRANCISCO;0,5402087170;0,5902087170;0;1;1;33;231;12
2007;27745;CHOCO;SIPI;0,5376254181;0,5876254181;1;1;1;0;4;13
2002;13212;BOLIVAR;CORDOBA;0,5359406511;0,5859406511;0;1;1;0;118;15
2005;17495;CALDAS;NORCASIA;0,5346950601;0,5846950601;1;1;1;2;17;0
2003;25878;CUNDINAMARCA;VIOTA;0,5053833369;0,5553833369;0;0;1;0;140;0
2007;27150;CHOCO;CARMEN DEL DARIEN;0,4973953309;0,5473953309;0;1;1;0;3;0
2002;85015;CASANARE;CHAMEZA;0,4878048780;0,5378048780;0;1;1;1;58;8
2002;5649;ANTIOQUIA;SAN CARLOS;0,4596093413;0,5096093413;0;1;1;9;565;8
2002;54250;NORTE DE SANTANDER;EL TARRA;0,4407979408;0,4907979408;1;1;1;4;244;6
2002;5660;ANTIOQUIA;SAN LUIS;0,4318181818;0,4818181818;0;1;1;7;420;11
2002;54800;NORTE DE SANTANDER;TEORAMA;0,4103694505;0,4603694505;1;1;1;4;107;2
2002;50325;META;MAPIRIPAN;0,4097245270;0,4597245270;1;1;1;4;151;1
2005;27099;CHOCO;BOJAYA;0,4066995272;0,4566995272;0;1;1;2;2;2
2002;5197;ANTIOQUIA;COCORNA;0,4058582677;0,4558582677;0;1;1;16;691;26
2013;19780;CAUCA;SUAREZ;0,4011410899;0,4511410899;1;1;1;30;48;734
2005;17662;CALDAS;SAMANA;0,4005614254;0,4505614254;1;1;1;22;130;9
2002;70204;SUCRE;COLOSO;0,3996311097;0,4496311097;0;1;1;0;131;9
2011;5040;ANTIOQUIA;ANORI;0,3987805629;0,4487805629;0;1;1;14;64;5
2005;5055;ANTIOQUIA;ARGELIA;0,3964919235;0,4464919235;0;1;1;19;126;25
2003;50251;META;EL CASTILLO;0,3838283359;0,4338283359;0;1;1;3;259;3
2003;85015;CASANARE;CHAMEZA;0,3742514970;0,4242514970;0;1;1;5;89;1
2012;19780;CAUCA;SUAREZ;0,3639746930;0,4139746930;0;1;1;19;15;454
2003;54250;NORTE DE SANTANDER;EL TARRA;0,3632079830;0,4132079830;1;1;1;4;233;6
2002;25258;CUNDINAMARCA;EL PEÑON;0,3625294580;0,4125294580;0;1;1;0;50;2
2015;54398;NORTE DE SANTANDER;LA PLAYA;0,3582962790;0,4082962790;1;1;1;1;8;16
2002;18860;CAQUETA;VALPARAISO;0,3531810767;0,4031810767;1;1;1;0;230;5
2006;50711;META;VISTAHERMOSA;0,3512573072;0,4012573072;1;1;1;70;256;17
2006;5055;ANTIOQUIA;ARGELIA;0,3457548595;0,3957548595;0;1;1;5;18;5
2005;70110;SUCRE;BUENAVISTA;0,3397679089;0,3897679089;0;1;1;0;6;0
2005;50711;META;VISTAHERMOSA;0,3338559483;0,3838559483;1;1;1;65;385;43
2013;27745;CHOCO;SIPI;0,3334180432;0,3834180432;1;1;1;4;15;44
2002;18205;CAQUETA;CURILLO;0,3330938482;0,3830938482;1;1;1;0;418;10
2003;27099;CHOCO;BOJAYA;0,3328660124;0,3828660124;0;0;1;0;2;7
2004;27150;CHOCO;CARMEN DEL DARIEN;0,3265547878;0,3765547878;0;1;1;0;1;0
2004;70204;SUCRE;COLOSO;0,3109377488;0,3609377488;0;1;1;0;106;2
2006;52540;NARIÑO;POLICARPA;0,3086814436;0,3586814436;1;1;1;1;335;68
2002;70230;SUCRE;CHALAN;0,3049370765;0,3549370765;0;1;1;1;96;21
2005;50590;META;PUERTO RICO;0,3027406725;0,3527406725;1;1;1;26;203;22
2006;44090;LA GUAJIRA;DIBULLA;0,3025121663;0,3525121663;1;1;1;0;78;2
2002;27600;CHOCO;RIO QUITO;0,3000402199;0,3500402199;0;1;1;0;3;0
2004;18150;CAQUETA;CARTAGENA DEL CHAIRA;0,2943531246;0,3443531246;1;1;1;19;133;30
2003;5313;ANTIOQUIA;GRANADA;0,2902719152;0,3402719152;0;1;1;18;422;23
2003;52258;NARIÑO;EL TABLON DE GOMEZ;0,2889060634;0,3389060634;0;0;1;0;41;16
2002;25823;CUNDINAMARCA;TOPAIPI;0,2842769777;0,3342769777;0;1;1;0;71;3
2002;70678;SUCRE;SAN BENITO ABAD;0,2780821918;0,3280821918;0;1;1;0;57;6
2008;52540;NARIÑO;POLICARPA;0,2715990453;0,3215990453;1;1;1;2;124;44
2006;5483;ANTIOQUIA;NARIÑO;0,2680228862;0,3180228862;0;1;1;7;46;9
2002;20045;CESAR;BECERRIL;0,2663864349;0,3163864349;0;1;1;0;238;1
2002;54810;NORTE DE SANTANDER;TIBU;0,2656837236;0,3156837236;1;1;1;4;1236;18
2002;44650;LA GUAJIRA;SAN JUAN DEL CESAR;0,2630158000;0,3130158000;0;1;1;1;176;6
2002;17541;CALDAS;PENSILVANIA;0,2615513435;0,3115513435;0;1;1;0;188;117
2005;19821;CAUCA;TORIBIO;0,2608252867;0,3108252867;0;1;1;16;42;146
2002;5652;ANTIOQUIA;SAN FRANCISCO;0,2605602490;0,3105602490;0;1;1;0;124;13
2002;13894;BOLIVAR;ZAMBRANO;0,2528527441;0,3028527441;0;1;1;4;89;8
2016;27250;CHOCO;EL LITORAL DEL SAN JUAN;0,2507843012;0,3007843012;1;0;0;0;0;0
2006;27745;CHOCO;SIPI;0,2471020639;0,2971020639;1;1;1;0;13;16
2006;54109;NORTE DE SANTANDER;BUCARASICA;0,2462212486;0,2962212486;1;1;1;0;31;0
2007;52233;NARIÑO;CUMBITARA;0,2438661710;0,2938661710;1;1;1;7;128;18
2007;50711;META;VISTAHERMOSA;0,2390720946;0,2890720946;1;1;1;25;241;5
2003;5649;ANTIOQUIA;SAN CARLOS;0,2377744511;0,2877744511;0;1;1;15;322;16
2002;18785;CAQUETA;SOLITA;0,2332455035;0,2832455035;1;1;1;0;135;0
2002;27787;CHOCO;TADO;0,2321008885;0,2821008885;0;1;1;0;51;6
2003;17662;CALDAS;SAMANA;0,2317675659;0,2817675659;1;1;1;11;335;20
2002;86569;PUTUMAYO;PUERTO CAICEDO;0,2278534325;0,2778534325;1;1;1;0;212;2
2004;5313;ANTIOQUIA;GRANADA;0,2225806452;0,2725806452;0;1;1;14;274;7
2002;20517;CESAR;PAILITAS;0,2211594769;0,2711594769;0;1;1;1;158;7
2002;27413;CHOCO;LLORO;0,2206135466;0,2706135466;0;1;1;0;19;14
2003;70204;SUCRE;COLOSO;0,2184070241;0,2684070241;0;1;1;1;133;2
2004;85139;CASANARE;MANI;0,2156300412;0,2656300412;0;1;1;0;85;2
2004;18410;CAQUETA;LA MONTAÑITA;0,2121762011;0,2621762011;1;1;1;55;167;13
2013;27250;CHOCO;EL LITORAL DEL SAN JUAN;0,2115450614;0,2615450614;1;0;1;0;3;13
2005;13670;BOLIVAR;SAN PABLO;0,2063680118;0,2563680118;1;1;1;7;119;11
2003;27660;CHOCO;SAN JOSE DEL PALMAR;0,2042929768;0,2542929768;0;1;1;3;105;1
2003;20238;CESAR;EL COPEY;0,2030601449;0,2530601449;0;1;1;0;283;2
2015;54344;NORTE DE SANTANDER;HACARI;0,2028713522;0,2528713522;1;1;1;5;2;7
2003;5670;ANTIOQUIA;SAN ROQUE;0,2008500436;0,2508500436;0;1;1;3;168;3
2003;20045;CESAR;BECERRIL;0,2007710981;0,2507710981;0;1;1;0;258;3
2002;25580;CUNDINAMARCA;PULI;0,2005303281;0,2505303281;0;1;1;0;21;1
2002;13458;BOLIVAR;MONTECRISTO;0,2003092584;0,2503092584;1;1;1;0;51;51
2005;44090;LA GUAJIRA;DIBULLA;0,1998807230;0,2498807230;1;1;1;2;200;2
2002;5021;ANTIOQUIA;ALEJANDRIA;0,1998491704;0,2498491704;0;1;1;2;72;8
2002;47605;MAGDALENA;REMOLINO;0,1984683421;0,2484683421;0;1;1;0;123;1
2007;13160;BOLIVAR;CANTAGALLO;0,1981658198;0,2481658198;1;1;1;3;8;0
2002;73563;TOLIMA;PRADO;0,1980512371;0,2480512371;0;1;1;0;73;2
2005;47605;MAGDALENA;REMOLINO;0,1947206034;0,2447206034;0;1;1;0;27;6
2002;20400;CESAR;LA JAGUA DE IBIRICO;0,1945666470;0,2445666470;0;1;1;0;472;1
2006;73236;TOLIMA;DOLORES;0,1941274238;0,2441274238;0;1;1;10;8;1
2002;50251;META;EL CASTILLO;0,1938547486;0,2438547486;0;1;1;0;69;2
2004;27450;CHOCO;MEDIO SAN JUAN;0,1931434847;0,2431434847;0;1;1;0;26;6
2007;52540;NARIÑO;POLICARPA;0,1930703402;0,2430703402;1;1;1;1;189;27
2004;5197;ANTIOQUIA;COCORNA;0,1904168852;0,2404168852;0;1;1;8;232;4
2003;5197;ANTIOQUIA;COCORNA;0,1903319368;0,2403319368;0;1;1;9;315;7
2006;13657;BOLIVAR;SAN JUAN NEPOMUCENO;0,1885894918;0,2385894918;0;1;1;4;55;9
2005;70204;SUCRE;COLOSO;0,1863533956;0,2363533956;0;1;1;0;31;0
2008;27660;CHOCO;SAN JOSE DEL PALMAR;0,1856455493;0,2356455493;1;1;1;3;45;1
2004;5649;ANTIOQUIA;SAN CARLOS;0,1838596050;0,2338596050;0;1;1;24;329;14
2005;13212;BOLIVAR;CORDOBA;0,1824906581;0,2324906581;0;1;1;1;29;2
2015;27250;CHOCO;EL LITORAL DEL SAN JUAN;0,1824142679;0,2324142679;1;0;0;0;0;0
2004;47605;MAGDALENA;REMOLINO;0,1823920640;0,2323920640;0;1;1;0;24;0
2008;50325;META;MAPIRIPAN;0,1816602987;0,2316602987;1;1;1;6;37;3
2003;25394;CUNDINAMARCA;LA PALMA;0,1810003954;0,2310003954;0;1;1;11;146;8
2008;50711;META;VISTAHERMOSA;0,1805778491;0,2305778491;1;1;1;41;186;13
2009;23682;CORDOBA;SAN JOSE DE URE;0,1796111714;0,2296111714;0;1;1;1;42;122
2005;13160;BOLIVAR;CANTAGALLO;0,1783382409;0,2283382409;1;1;1;4;19;3
2004;54250;NORTE DE SANTANDER;EL TARRA;0,1775285065;0,2275285065;1;1;1;1;128;2
2002;70508;SUCRE;OVEJAS;0,1775107685;0,2275107685;0;1;1;11;182;4
2004;50270;META;EL DORADO;0,1771725826;0,2271725826;0;1;1;8;26;0
2006;52418;NARIÑO;LOS ANDES;0,1767942439;0,2267942439;1;1;1;18;62;21
2002;86571;PUTUMAYO;PUERTO GUZMAN;0,1762702870;0,2262702870;1;1;1;1;325;5
2003;13212;BOLIVAR;CORDOBA;0,1755123102;0,2255123102;0;1;1;0;113;0
2005;95200;GUAVIARE;MIRAFLORES;0,1733710547;0,2233710547;1;1;1;3;142;3
2014;54344;NORTE DE SANTANDER;HACARI;0,1733220051;0,2233220051;1;1;1;14;11;66
2007;81794;ARAUCA;TAME;0,1724584636;0,2224584636;1;1;1;70;397;8
2008;23580;CORDOBA;PUERTO LIBERTADOR;0,1713828223;0,2213828223;1;1;1;15;229;8
2002;50711;META;VISTAHERMOSA;0,1713169643;0,2213169643;1;1;1;4;554;16
2004;81220;ARAUCA;CRAVO NORTE;0,1709997320;0,2209997320;0;1;1;0;37;6
2002;27073;CHOCO;BAGADO;0,1709975776;0,2209975776;0;1;1;0;17;4
2002;13657;BOLIVAR;SAN JUAN NEPOMUCENO;0,1703233792;0,2203233792;0;1;1;0;220;1
2012;54250;NORTE DE SANTANDER;EL TARRA;0,1702968477;0,2202968477;1;1;1;8;29;149
2014;27250;CHOCO;EL LITORAL DEL SAN JUAN;0,1699771843;0,2199771843;1;0;0;0;0;0
2004;95200;GUAVIARE;MIRAFLORES;0,1694670280;0,2194670280;1;1;1;0;88;3
2005;19364;CAUCA;JAMBALO;0,1680683761;0,2180683761;0;1;1;0;6;28
2003;54810;NORTE DE SANTANDER;TIBU;0,1677546069;0,2177546069;1;1;1;12;761;11
2011;19809;CAUCA;TIMBIQUI;0,1670678182;0,2170678182;1;1;1;1;22;628
2006;50590;META;PUERTO RICO;0,1667425709;0,2167425709;1;1;1;20;143;13
2005;27660;CHOCO;SAN JOSE DEL PALMAR;0,1667324388;0,2167324388;0;1;1;0;92;0
2003;5055;ANTIOQUIA;ARGELIA;0,1665062560;0,2165062560;0;1;1;2;191;20
2007;13670;BOLIVAR;SAN PABLO;0,1664233577;0,2164233577;1;1;1;4;41;3
2011;5361;ANTIOQUIA;ITUANGO;0,1663856598;0,2163856598;0;1;1;10;109;4
2004;5055;ANTIOQUIA;ARGELIA;0,1650722374;0,2150722374;0;1;1;17;174;33
2007;44090;LA GUAJIRA;DIBULLA;0,1649419749;0,2149419749;1;1;1;1;47;0
2004;50251;META;EL CASTILLO;0,1635211065;0,2135211065;0;1;1;5;76;0
2002;85279;CASANARE;RECETOR;0,1634828965;0,2134828965;0;1;1;0;12;4
2012;27077;CHOCO;BAJO BAUDO;0,1632330563;0,2132330563;1;1;1;1;18;21
2006;50325;META;MAPIRIPAN;0,1630888710;0,2130888710;1;1;1;0;79;0
2004;27660;CHOCO;SAN JOSE DEL PALMAR;0,1628538193;0,2128538193;0;1;1;0;78;0
2002;73226;TOLIMA;CUNDAY;0,1626555263;0,2126555263;0;1;1;0;35;0
2005;47745;MAGDALENA;SITIONUEVO;0,1623925261;0,2123925261;0;1;1;0;92;0
2008;52079;NARIÑO;BARBACOAS;0,1621196222;0,2121196222;1;1;1;12;161;10
2004;17444;CALDAS;MARQUETALIA;0,1616250678;0,2116250678;0;1;1;0;24;1
2002;17444;CALDAS;MARQUETALIA;0,1613500720;0,2113500720;0;1;1;0;63;1
2006;13670;BOLIVAR;SAN PABLO;0,1608084039;0,2108084039;1;1;1;7;38;1
2002;73873;TOLIMA;VILLARRICA;0,1597150067;0,2097150067;0;1;1;0;25;0
2002;18610;CAQUETA;SAN JOSE DEL FRAGUA;0,1592302812;0,2092302812;1;1;1;1;232;3
2004;20570;CESAR;PUEBLO BELLO;0,1591451767;0,2091451767;0;1;1;0;166;0
2002;81220;ARAUCA;CRAVO NORTE;0,1589336068;0,2089336068;0;1;1;1;91;1
2005;27425;CHOCO;MEDIO ATRATO;0,1588629557;0,2088629557;0;1;1;0;43;1
2005;47551;MAGDALENA;PIVIJAY;0,1568104836;0,2068104836;0;1;1;0;130;2
2005;70230;SUCRE;CHALAN;0,1566380134;0,2066380134;0;1;1;5;39;51
2002;5667;ANTIOQUIA;SAN RAFAEL;0,1560095145;0,2060095145;0;1;1;2;166;5
2002;13654;BOLIVAR;SAN JACINTO;0,1558583106;0,2058583106;0;1;1;2;58;5
2002;27615;CHOCO;RIOSUCIO;0,1547285149;0,2047285149;0;1;1;2;166;6
2003;41206;HUILA;COLOMBIA;0,1543745481;0,2043745481;0;1;1;1;43;0
2007;86571;PUTUMAYO;PUERTO GUZMAN;0,1541996761;0,2041996761;1;1;1;8;278;13
2002;27075;CHOCO;BAHIA SOLANO;0,1539576366;0,2039576366;0;1;1;0;29;9
2010;5495;ANTIOQUIA;NECHI;0,1536201022;0,2036201022;0;1;1;0;69;5
2008;19809;CAUCA;TIMBIQUI;0,1530767765;0,2030767765;1;1;1;0;24;33
2004;20517;CESAR;PAILITAS;0,1530495553;0,2030495553;0;1;1;0;171;3
2005;20228;CESAR;CURUMANI;0,1517416546;0,2017416546;0;1;1;4;194;0
2004;5667;ANTIOQUIA;SAN RAFAEL;0,1517382115;0,2017382115;0;1;1;2;123;9
2007;50590;META;PUERTO RICO;0,1517221909;0,2017221909;1;1;1;8;101;12
2003;5660;ANTIOQUIA;SAN LUIS;0,1502072445;0,2002072445;0;1;1;7;149;5
2002;13244;BOLIVAR;EL CARMEN DE BOLIVAR;0,1498193329;0,1998193329;0;1;1;8;299;45
2002;70713;SUCRE;SAN ONOFRE;0,1496835512;0,1996835512;0;1;1;0;149;4
2002;73067;TOLIMA;ATACO;0,1493587091;0,1993587091;0;1;1;0;97;9
2013;5250;ANTIOQUIA;EL BAGRE;0,1478104428;0,1978104428;0;0;1;0;33;30
2004;13212;BOLIVAR;CORDOBA;0,1476247745;0,1976247745;0;1;1;0;76;2
2006;17446;CALDAS;MARULANDA;0,1469914040;0,1969914040;0;1;1;8;17;21
2006;17662;CALDAS;SAMANA;0,1468032883;0,1968032883;1;1;1;28;141;3
2004;5361;ANTIOQUIA;ITUANGO;0,1462898358;0,1962898358;0;1;1;35;257;6
2006;70508;SUCRE;OVEJAS;0,1457609853;0,1957609853;0;1;1;3;125;4
2002;86865;PUTUMAYO;VALLE DEL GUAMUEZ;0,1456527817;0,1956527817;1;1;1;0;457;19
2003;85315;CASANARE;SACAMA;0,1454545455;0,1954545455;0;1;1;2;13;13
2003;25823;CUNDINAMARCA;TOPAIPI;0,1451256281;0,1951256281;1;1;1;6;52;1
2006;13074;BOLIVAR;BARRANCO DE LOBA;0,1450669440;0,1950669440;1;1;1;1;46;1
2008;52621;NARIÑO;ROBERTO PAYAN;0,1446370531;0,1946370531;1;1;1;0;61;1
2012;5873;ANTIOQUIA;VIGIA DEL FUERTE;0,1441457694;0,1941457694;0;1;1;0;2;5
2011;19050;CAUCA;ARGELIA;0,1441339914;0,1941339914;1;1;1;20;103;54
2002;5467;ANTIOQUIA;MONTEBELLO;0,1433990895;0,1933990895;0;1;1;0;119;0
2002;70823;SUCRE;TOLU VIEJO;0,1428051002;0,1928051002;0;1;1;0;108;5
2005;18150;CAQUETA;CARTAGENA DEL CHAIRA;0,1426180347;0,1926180347;1;1;1;5;113;8
2008;27361;CHOCO;ISTMINA;0,1422877310;0,1922877310;1;1;1;0;111;64
2006;52233;NARIÑO;CUMBITARA;0,1422615502;0,1922615502;1;1;1;7;148;10
2004;70230;SUCRE;CHALAN;0,1421380633;0,1921380633;0;1;1;1;49;6
2002;13006;BOLIVAR;ACHI;0,1418376450;0,1918376450;0;1;1;0;25;0
2005;5483;ANTIOQUIA;NARIÑO;0,1417292509;0,1917292509;0;1;1;0;158;3
2016;54344;NORTE DE SANTANDER;HACARI;0,1415780638;0,1915780638;1;0;1;0;4;19
2008;86571;PUTUMAYO;PUERTO GUZMAN;0,1415551001;0,1915551001;1;1;1;4;125;5
2004;17541;CALDAS;PENSILVANIA;0,1412771760;0,1912771760;1;1;1;5;118;33
2007;52390;NARIÑO;LA TOLA;0,1405958008;0,1905958008;1;1;1;0;25;3
2006;47541;MAGDALENA;PEDRAZA;0,1401997503;0,1901997503;0;1;1;0;18;0
2005;70508;SUCRE;OVEJAS;0,1399482870;0,1899482870;0;1;1;5;132;1
2006;50683;META;SAN JUAN DE ARAMA;0,1395576860;0,1895576860;1;1;1;10;90;2
2012;66572;RISARALDA;PUEBLO RICO;0,1394931774;0,1894931774;0;1;1;0;17;64
2002;19533;CAUCA;PIAMONTE;0,1390777416;0,1890777416;1;1;1;0;62;1
2008;54670;NORTE DE SANTANDER;SAN CALIXTO;0,1389105666;0,1889105666;1;1;1;12;5;2
2002;5475;ANTIOQUIA;MURINDO;0,1382183908;0,1882183908;0;1;1;0;3;0
2007;27660;CHOCO;SAN JOSE DEL PALMAR;0,1382130036;0,1882130036;1;1;1;0;25;0
2002;5234;ANTIOQUIA;DABEIBA;0,1381494515;0,1881494515;0;1;1;1;323;9
2015;27077;CHOCO;BAJO BAUDO;0,1374554649;0,1874554649;1;0;0;0;7;0
2002;52250;NARIÑO;EL CHARCO;0,1373298199;0,1873298199;1;1;1;0;114;54
2015;54800;NORTE DE SANTANDER;TEORAMA;0,1372886081;0,1872886081;1;1;1;4;4;20
2004;5234;ANTIOQUIA;DABEIBA;0,1368630540;0,1868630540;0;1;1;3;177;4
2013;19418;CAUCA;LOPEZ;0,1351001295;0,1851001295;1;0;1;0;18;25
2003;50400;META;LEJANIAS;0,1344315640;0,1844315640;0;1;1;9;104;5
2008;47980;MAGDALENA;ZONA BANANERA;0,1341686514;0,1841686514;0;1;1;0;21;0
2002;20570;CESAR;PUEBLO BELLO;0,1337176158;0,1837176158;0;1;1;0;208;2
2004;81591;ARAUCA;PUERTO RONDON;0,1335163464;0,1835163464;1;1;1;1;41;1
2002;18094;CAQUETA;BELEN DE LOS ANDAQUIES;0,1325868657;0,1825868657;1;1;1;0;198;1
2015;27073;CHOCO;BAGADO;0,1323164683;0,1823164683;0;0;1;0;0;1
2002;68344;SANTANDER;HATO;0,1314592807;0,1814592807;0;1;1;0;7;0
2005;52612;NARIÑO;RICAURTE;0,1311728395;0,1811728395;1;1;1;4;57;6
2002;23855;CORDOBA;VALENCIA;0,1308509977;0,1808509977;0;1;1;0;108;4
2002;20178;CESAR;CHIRIGUANA;0,1307226554;0,1807226554;0;1;1;0;224;0
2014;76109;VALLE DEL CAUCA;BUENAVENTURA;0,1304871268;0,1804871268;1;1;1;1;150;37
2002;20238;CESAR;EL COPEY;0,1304080629;0,1804080629;0;1;1;0;206;1
2003;50325;META;MAPIRIPAN;0,1302460203;0,1802460203;1;0;1;0;115;0
2014;27025;CHOCO;ALTO BAUDO;0,1296936897;0,1796936897;1;1;1;2;26;9
2013;19809;CAUCA;TIMBIQUI;0,1296763936;0,1796763936;1;0;1;0;27;439
2002;20228;CESAR;CURUMANI;0,1289155780;0,1789155780;0;1;1;0;283;6
2002;86757;PUTUMAYO;SAN MIGUEL;0,1288994693;0,1788994693;1;1;1;1;170;10
2006;13160;BOLIVAR;CANTAGALLO;0,1284311257;0,1784311257;1;1;1;6;17;0
2011;52256;NARIÑO;EL ROSARIO;0,1277450706;0,1777450706;1;1;1;1;13;5
2004;54810;NORTE DE SANTANDER;TIBU;0,1276203108;0,1776203108;1;1;1;13;583;10
2014;54670;NORTE DE SANTANDER;SAN CALIXTO;0,1274531751;0,1774531751;1;0;1;0;0;363
2003;20570;CESAR;PUEBLO BELLO;0,1271743807;0,1771743807;0;1;1;0;227;0
2007;52696;NARIÑO;SANTA BARBARA;0,1266131156;0,1766131156;1;1;1;0;51;6
2004;17662;CALDAS;SAMANA;0,1263236041;0,1763236041;1;1;1;12;213;17
2008;13670;BOLIVAR;SAN PABLO;0,1262383145;0,1762383145;1;1;1;3;72;4
2003;20400;CESAR;LA JAGUA DE IBIRICO;0,1258557374;0,1758557374;0;1;1;1;287;0
2002;18460;CAQUETA;MILAN;0,1253018282;0,1753018282;1;1;1;6;153;10
2008;81794;ARAUCA;TAME;0,1252746359;0,1752746359;1;1;1;35;264;6
2014;19418;CAUCA;LOPEZ;0,1252414203;0,1752414203;1;1;1;3;4;2
2005;20400;CESAR;LA JAGUA DE IBIRICO;0,1248075355;0,1748075355;0;1;1;1;146;1
2002;25168;CUNDINAMARCA;CHAGUANI;0,1247935834;0,1747935834;0;1;1;5;65;4
2007;19050;CAUCA;ARGELIA;0,1243117238;0,1743117238;1;1;1;10;196;15
2003;5021;ANTIOQUIA;ALEJANDRIA;0,1242331288;0,1742331288;0;0;1;0;27;3
2012;52540;NARIÑO;POLICARPA;0,1240480836;0,1740480836;1;1;1;1;87;29
2006;52079;NARIÑO;BARBACOAS;0,1239837398;0,1739837398;1;1;1;0;262;3
2011;27430;CHOCO;MEDIO BAUDO;0,1238184517;0,1738184517;1;1;1;0;0;24
2006;5873;ANTIOQUIA;VIGIA DEL FUERTE;0,1236363636;0,1736363636;0;1;1;0;24;0
2003;18205;CAQUETA;CURILLO;0,1233789625;0,1733789625;1;1;1;0;72;5
2004;20238;CESAR;EL COPEY;0,1231726032;0,1731726032;0;1;1;0;170;2
2012;19318;CAUCA;GUAPI;0,1231374945;0,1731374945;1;1;1;0;45;224
2002;18479;CAQUETA;MORELIA;0,1227600963;0,1727600963;1;1;1;0;52;1
2002;18256;CAQUETA;EL PAUJIL;0,1226772399;0,1726772399;1;1;1;3;254;15
2012;52612;NARIÑO;RICAURTE;0,1226323319;0,1726323319;1;1;1;11;76;670
2006;81794;ARAUCA;TAME;0,1221961208;0,1721961208;1;1;1;25;249;13
2008;19050;CAUCA;ARGELIA;0,1221087893;0,1721087893;1;1;1;1;138;6
2006;27660;CHOCO;SAN JOSE DEL PALMAR;0,1220480254;0,1720480254;0;1;1;0;37;2
2008;52233;NARIÑO;CUMBITARA;0,1219492614;0,1719492614;1;1;1;4;106;11
2006;50330;META;MESETAS;0,1219239374;0,1719239374;1;1;1;1;87;1
2002;20013;CESAR;AGUSTIN CODAZZI;0,1215606799;0,1715606799;0;1;1;4;636;18
2005;5652;ANTIOQUIA;SAN FRANCISCO;0,1211884285;0,1711884285;0;1;1;20;78;11
2002;50330;META;MESETAS;0,1211696562;0,1711696562;1;1;1;6;172;1
2003;27413;CHOCO;LLORO;0,1206948188;0,1706948188;0;0;1;0;11;2
2003;86865;PUTUMAYO;VALLE DEL GUAMUEZ;0,1206572124;0,1706572124;1;1;1;0;268;47
2006;27800;CHOCO;UNGUIA;0,1203912716;0,1703912716;0;1;1;0;19;3
2015;54250;NORTE DE SANTANDER;EL TARRA;0,1200146025;0,1700146025;1;0;1;0;0;1
2011;23466;CORDOBA;MONTELIBANO;0,1199046901;0,1699046901;1;1;1;0;207;59
2004;18460;CAQUETA;MILAN;0,1196238900;0,1696238900;1;1;1;4;116;4
2005;54810;NORTE DE SANTANDER;TIBU;0,1193454692;0,1693454692;1;1;1;5;205;8
2002;18410;CAQUETA;LA MONTAÑITA;0,1189502229;0,1689502229;1;1;1;13;282;9
2013;19318;CAUCA;GUAPI;0,1188969717;0,1688969717;1;0;1;0;6;32
2005;5313;ANTIOQUIA;GRANADA;0,1188068240;0,1688068240;0;1;1;19;108;7
2002;13670;BOLIVAR;SAN PABLO;0,1182854680;0,1682854680;1;1;1;0;185;10
2007;47660;MAGDALENA;SABANAS DE SAN ANGEL;0,1182844833;0,1682844833;0;1;1;0;12;0
2007;52385;NARIÑO;LA LLANADA;0,1180133894;0,1680133894;0;1;1;6;17;9
2004;50711;META;VISTAHERMOSA;0,1178757106;0,1678757106;1;1;1;11;433;17
2013;52612;NARIÑO;RICAURTE;0,1175120367;0,1675120367;1;0;1;0;6;221
2008;18460;CAQUETA;MILAN;0,1172401868;0,1672401868;1;1;1;1;18;0
2003;18860;CAQUETA;VALPARAISO;0,1171832518;0,1671832518;1;1;1;2;46;3
2003;20228;CESAR;CURUMANI;0,1168932590;0,1668932590;0;1;1;0;182;6
2006;18610;CAQUETA;SAN JOSE DEL FRAGUA;0,1167476422;0,1667476422;1;1;1;0;37;0
2005;20517;CESAR;PAILITAS;0,1167148786;0,1667148786;0;1;1;1;87;1
